sep=,
From: 2026-01-01,Cid: 311035,To: 2026-06-30
Review ID,Submission date,AppID,AppName,Country,Review Language,Version,Author,Rating,Title,Review,Translated title,Translated review,Reply Date,Reply Delta,Developer Reply,User,Tags,Categories,Updated,Semantic Tags,Semantic Categories,Semantic Sentiment,Notes,Likes,Dislikes,Link,Permalink,AF Link,Device Name,VersionCode,OS
e9f558ca-942e-46e8-9e02-13c5f4cd744c,2026-06-30T13:43:53Z,com.linkdokter.halodoc.android,"Halodoc: Dokter, Obat & Lab",,id,,Aisyah B. Sidik,5,,dokter nya baik,,,2026-07-01T00:08:48Z,10:24:55,"Halo Aisyah B. Sidik, kami senang kamu punya pengalaman seru bersama Halodoc! Sebagai apresiasi kami, nikmati kupon TERIMAKASIH untuk transaksi selanjutnya di semua layanan Halodoc! 🎉 Punya saran atau ide lainnya? DM ke @HalodocID (X) atau @Halodoc (Instagram), atau email ke help@halodoc.com. Terima kasih dan sehat selalu!",,,,2026-08-20T10:39:34,,,Positive,,,,,https://appfollow.io/gp/2110/review/5743987905?s=global4,https://watch.appfollow.io/apps/my-first-workspace/reviews/256372?review_id=5743987905,,,
561f3b30-15f4-4c5f-b1f0-c13b28442d3b,2026-06-30T12:20:11Z,com.linkdokter.halodoc.android,"Halodoc: Dokter, Obat & Lab",,id,,Mama Fitri,1,,"kemaren2 saya kasi bintang 5 soalnya konsul haloskin emang sama dokter nya langsung, sekarang malah bot yg jawab, mana resep gak sesuai keluhan lagi. menyebalkan.",,,2026-07-01T00:11:24Z,11:51:13,"Halo Mama Fitri, mohon maaf atas keluhan yang dialami. Kami sedang berupaya memperbaikinya secepatnya.

Jika masih butuh bantuan atau ingin menindaklanjuti, mohon DM ke @HalodocID (X) atau @Halodoc (Instagram), atau email ke help@halodoc.com detail kendalamu, termasuk nomor HP akun Halodoc dan/atau nomor pesanan.

Terima kasih.",,,,2026-08-20T10:39:34,,,Mixed,,,,,https://appfollow.io/gp/2110/review/5743987906?s=global4,https://watch.appfollow.io/apps/my-first-workspace/reviews/256372?review_id=5743987906,,,
1b1f26b3-d31a-4527-929f-c2eab4edbbac,2026-06-30T11:43:22Z,com.linkdokter.halodoc.android,"Halodoc: Dokter, Obat & Lab",,id,,yaniwijaya indri,5,,bagus dan sangat membantu,,,2026-07-01T00:06:13Z,12:22:51,"Halo Yaniwijaya Indri, kami senang kamu punya pengalaman seru bersama Halodoc! Sebagai apresiasi kami, nikmati kupon TERIMAKASIH untuk transaksi selanjutnya di semua layanan Halodoc! 🎉

Punya saran atau ide lainnya? DM ke @HalodocID (X) atau @Halodoc (Instagram), atau email ke help@halodoc.com.

Terima kasih dan sehat selalu!",,,,2026-08-20T10:39:34,,,Positive,,,,,https://appfollow.io/gp/2110/review/5743987907?s=global4,https://watch.appfollow.io/apps/my-first-workspace/reviews/256372?review_id=5743987907,,,
22e5d1e1-3423-4331-9b8c-8f7e5c242997,2026-06-30T09:12:53Z,com.linkdokter.halodoc.android,"Halodoc: Dokter, Obat & Lab",,id,,M Gemini,5,,aplikasi yang sangat membantu,,,2026-07-01T00:03:42Z,14:50:49,"Halo M Gemini, kami senang kamu punya pengalaman seru bersama Halodoc! Sebagai apresiasi kami, nikmati kupon TERIMAKASIH untuk transaksi selanjutnya di semua layanan Halodoc! 🎉 Punya saran atau ide lainnya? DM ke @HalodocID (X) atau @Halodoc (Instagram), atau email ke help@halodoc.com. Terima kasih dan sehat selalu!",,,,2026-08-20T10:39:34,,,Positive,,,,,https://appfollow.io/gp/2110/review/5743987908?s=global4,https://watch.appfollow.io/apps/my-first-workspace/reviews/256372?review_id=5743987908,,,
8cae37c7-a35c-4a0b-a03d-c50491263b62,2026-06-30T07:28:02Z,com.linkdokter.halodoc.android,"Halodoc: Dokter, Obat & Lab",,id,,indar minatin,5,,sangat membantu,,,2026-07-01T00:00:56Z,16:32:54,"Halo indar minatin, kami senang kamu punya pengalaman seru bersama Halodoc! Sebagai apresiasi kami, nikmati kupon TERIMAKASIH untuk transaksi selanjutnya di semua layanan Halodoc! 🎉 Punya saran atau ide lainnya? DM ke @HalodocID (X) atau @Halodoc (Instagram), atau email ke help@halodoc.com. Terima kasih dan sehat selalu!",,,,2026-08-20T10:39:34,,,Positive,,,,,https://appfollow.io/gp/2110/review/5743987909?s=global4,https://watch.appfollow.io/apps/my-first-workspace/reviews/256372?review_id=5743987909,,,
4556e47f-6fd3-4a3d-87d4-cfc6869c0202,2026-06-30T07:10:32Z,com.linkdokter.halodoc.android,"Halodoc: Dokter, Obat & Lab",,id,,Aura Shafza Anaskha,5,,sangat membantu,,,2026-06-30T23:59:24Z,16:48:52,"Halo Aura Shafza Anaskha, kami senang kamu punya pengalaman seru bersama Halodoc! Sebagai apresiasi kami, nikmati kupon TERIMAKASIH untuk transaksi selanjutnya di semua layanan Halodoc! 🎉 Punya saran atau ide lainnya? DM ke @HalodocID (X) atau @Halodoc (Instagram), atau email ke help@halodoc.com. Terima kasih dan sehat selalu!",,,,2026-08-20T10:39:34,,,Positive,,,,,https://appfollow.io/gp/2110/review/5743987910?s=global4,https://watch.appfollow.io/apps/my-first-workspace/reviews/256372?review_id=5743987910,,,
0327350d-c958-4b5a-860e-15ba7578e8c9,2026-06-29T13:14:46Z,com.linkdokter.halodoc.android,"Halodoc: Dokter, Obat & Lab",,id,,Padmini Ami,5,,dokter sangat membantu dan menjawab pertanyaan2 saya. dan obat yg di berikan jg sesuai dgn keluhan. terimakasih,,,2026-06-30T23:57:06Z,34:42:20,"Halo Padmini Ami, kami senang kamu punya pengalaman seru bersama Halodoc! Sebagai apresiasi kami, nikmati kupon TERIMAKASIH untuk transaksi selanjutnya di semua layanan Halodoc! 🎉 Punya saran atau ide lainnya? DM ke @HalodocID (X) atau @Halodoc (Instagram), atau email ke help@halodoc.com. Terima kasih dan sehat selalu!

",,,,2026-08-20T10:39:27,,,Positive,,,,,https://appfollow.io/gp/2110/review/5743986913?s=global4,https://watch.appfollow.io/apps/my-first-workspace/reviews/256372?review_id=5743986913,,,
a20f1a4b-d034-4f83-8f1f-6fe285c2ac77,2026-06-29T10:44:33Z,com.linkdokter.halodoc.android,"Halodoc: Dokter, Obat & Lab",,id,,Gandhewa Pratitis,5,,dokter sangat responsif dan ramah,,,2026-06-30T23:54:04Z,37:09:31,"Halo Gandhewa Pratitis, kami senang kamu punya pengalaman seru bersama Halodoc! Sebagai apresiasi kami, nikmati kupon TERIMAKASIH untuk transaksi selanjutnya di semua layanan Halodoc! 🎉 Punya saran atau ide lainnya? DM ke @HalodocID (X) atau @Halodoc (Instagram), atau email ke help@halodoc.com. Terima kasih dan sehat selalu!",,,,2026-08-20T10:39:34,,,Positive,,,,,https://appfollow.io/gp/2110/review/5743987911?s=global4,https://watch.appfollow.io/apps/my-first-workspace/reviews/256372?review_id=5743987911,,,
c6fb0797-7124-4657-99b6-fe853f5fd52b,2026-06-29T09:51:49Z,com.linkdokter.halodoc.android,"Halodoc: Dokter, Obat & Lab",,id,,Ni Komang Erika Depi P,4,,sangat baik,,,2026-06-30T23:51:51Z,38:00:02,"Halo Ni Komang Erika Depi P, kami senang bisa menjadi partner kesehatanmu dan keluarga!

Kami selalu berupaya untuk memberikan yang terbaik. Jika ada saran atau ide, jangan ragu sampaikan via DM ke @HalodocID (X) atau @Halodoc (Instagram), atau email ke help@halodoc.com.

Terima kasih dan sehat selalu!",,,,2026-08-20T10:39:34,,,Positive,,,,,https://appfollow.io/gp/2110/review/5743987912?s=global4,https://watch.appfollow.io/apps/my-first-workspace/reviews/256372?review_id=5743987912,,,
1938e6f2-068b-40ec-a735-00e6797c04a9,2026-06-29T09:36:37Z,com.linkdokter.halodoc.android,"Halodoc: Dokter, Obat & Lab",,id,,Apaan Tuhhh,5,,sangat membantu,,,2026-06-30T23:18:31Z,37:41:54,"Halo Apaan Tuhhh, kami senang kamu punya pengalaman seru bersama Halodoc! Sebagai apresiasi kami, nikmati kupon TERIMAKASIH untuk transaksi selanjutnya di semua layanan Halodoc! 🎉 Punya saran atau ide lainnya? DM ke @HalodocID (X) atau @Halodoc (Instagram), atau email ke help@halodoc.com. Terima kasih dan sehat selalu!",,,,2026-08-20T10:39:34,,,Positive,,,,,https://appfollow.io/gp/2110/review/5743987913?s=global4,https://watch.appfollow.io/apps/my-first-workspace/reviews/256372?review_id=5743987913,,,
